Label,Link,Brand,Price,Rank,Ingredients,Age,Combinations,Dry,FULL,LIGTH,MEDIUM,NATURAL,NORMAL,OILY,Sensitive
Serum,https://www.lookfantastic.com/la-roche-posay-pure-vitamin-c10-serum-30ml/12049143.html,La Roche-Posay Pure Vitamin C10 Serum 30ml,59,4.2,"Aqua / Water, Ascorbic Acid, Cyclohexasiloxane, Glycerin, Alcohol Denat., Potassium Hydroxide, Polymethylsilsesquioxane, Polysilicone-11, Dimethicone, Propylene Glycol, Pentaerythrityl Tetraethylhexanoate, C13-14 Isoparaffin, Peg-20 Methyl Glucose Sesquistearate, Sodium Hyaluronate, Adenosine, Poloxamer 338, Ammonium Polyacryloyldimethyl Taurate, Disodium EDTA, Hydrolyzed Hyaluronic Acid, Caprylyl Glycol, Laureth-7, Acetyl Dipeptide-1 Cetyl Ester, Xanthan Gum, Toluene Sulfonic Acid, Polyacrylamide, Tocopherol, Salicylic Acid, Parfum / Fragrance",15,1,0,1,0,1,0,1,1,0
Serum,https://www.lookfantastic.com/pixi-overnight-glow-serum/11200045.html,PIXI Overnight Glow Serum,40,4.1,"Water, Glycerin, Glycolic Acid, Polysorbate 20, Hydroxyethylcellulose, Ammonium Hydroxide, Phenoxyethanol, Propylene Glycol, Ethylhexylglycerin, Aloe Barbadensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Arginine, Disodium EDTA, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Lecithin, Sucrose, Hydrogenated Lecithin, Caprylic/Capric Triglyceride, Cyclopentasiloxane, BHT, Cyclohexasiloxane, Xanthan Gum, Ascorbic Acid.",25,1,0,1,0,1,0,0,1,0
Serum,https://www.lookfantastic.com/clinique-even-better-clinical-radical-dark-spot-corrector-interrupter-50ml/12483689.html,Clinique Even Better Clinical Radical Dark Spot Corrector + Interrupter 50ml,56,4.4,"Water\Aqua\Eau, Cyclopentasiloxane, Dimethicone, Polysilicone-11, Isododecane, Butylene Glycol, Ascorbyl Glucoside, Peg-10 Dimethicone, Peg-6, Morus Bombycis (Mulberry) Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Saccharomyces Lysate Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Salicylic Acid, Triticum Vulgare (Wheat) Germ Extract, Cholesterol, Oryza Sativa (Rice) Bran Extract, Squalane, Acetyl Glucosamine, Sodium Hyaluronate, Caffeine, Isohexadecane, Betula Alba (Birch) Bark Extract, Trametes Versicolor Extract, Sodium Rna, Glycyrrhetinic Acid, Dimethoxytolyl Propylresorcinol, Di-C12-18 Alkyl Dimonium Chloride, Helianthus Annuus (Sunflower) Seedcake, Yeast Extract\Faex\Extrait De Levure, Caprylyl Glycol, Propylene Glycol Dicaprate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Polysorbate 20, Tocopheryl Acetate, Polysorbate 80, Tromethamine, Sodium Hydroxide, Hexylene Glycol, Disodium Edta, Sodium Benzoate, Sodium Metabisulfite, Sodium Sulfite, Phenoxyethanol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140).",30,1,1,0,1,0,1,1,0,1
Serum,https://www.lookfantastic.com/medik8-hydr8-b5-serum-30ml/11795629.html,Medik8 Hydr8 B5 Serum 30ml,54,4.5,"Aqua (Water), Panthenol, Sodium Hyaluronate, Calcium Pantothenate, Phenoxyethanol, Ethylhexylglycerin, Citric Acid.",40,1,0,0,0,0,1,0,0,1
Serum,https://www.lookfantastic.com/nip-fab-dragons-blood-fix-serum-50ml/11457535.html,NIP+FAB Dragons Blood Fix Serum 50ml,34,4.8,"Aqua (Water/ Eau), Alcohol Denat. (SD Alcohol 40-B), Butylene Glycol, Polysilicone-11, Glycerin, Ethylhexylglycerin, Phenoxyethanol, Tapioca Starch, Carbomer, Propylene Glycol, Benzyl Alcohol, PEG-40 Hydrogenated Castor Oil, Parfum (Fragrance), Sodium Hyaluronate, Disodium EDTA, Sodium Hydroxide, Amaranthus Caudatus (Velvet Flower) Seed extract, Linalool, Dehydroacetic Acid, Croton Lechleri Resin Extract, Butylphenyl Methylpropional (Lilial), Laureth-12, Limonene, Benzyl Salicylate, Citronellol, Polymethylsilsequioxane, Potassium Sorbate, Geraniol, Sorbic Acid.",35,0,1,1,1,1,0,0,1,0
Serum,https://www.lookfantastic.com/by-terry-cellularose-cc-serum-30ml-various-shades/11307081.html,By Terry Cellularose CC Serum 30ml (Various Shades),68,5,"Aqua, Glycereth-7, Bis-PEG-18 Methyl Ether Dimethyl Silane, Dimethicone, Butylene Glycol, PEG 7 Methyl Ether, PEG-32,?˜Nylon-12, Boron Nitride, Cyclomethicone, Dimethicone Crosspolymer, Glycerin, Lecithin, Tocopherol, Acrylates/?˜Palmeth-25 Acrylate Copolymer, Phenoxyethanol, Chlorphenesin, Methylparaben, Ethylparaben, Parfum/ Fragrance,?˜Polymethylsilsesquioxane, Sodium Styrene/Acrylates Copolymer, Potassium Hydroxide, Benzophenone-4,?˜Cyclotetrasiloxane, Helianthus Annuus (Sunflower) Seed Oil, Potassium Sorbate, Xanthan Gum, Geraniol, Papain, BHT,?˜Citronellol, Rosa Alba Flower Extract, 1,2 Hexanediol, Caprylyl Glycol, Carbomer, Rosmarinus Officinalis (Rosemary)?˜Leaf Extract, Eugenol, Algin, May Contain (+/-): Mica (CI 77019), Titanium Dioxide/CI 77891, Iron Oxides ( CI?˜77491), Bismuth Oxychloride (CI 77163), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Tin Oxide (CI 77861), Carmine?˜(CI 75470).",25,1,1,0,0,0,1,0,0,1
Serum,https://www.lookfantastic.com/nip-fab-salicylic-fix-serum-extreme-2-50ml/12137766.html,NIP+FAB Salicylic Fix Serum Extreme 2% 50ml,59,4.2,"Aqua (Water), Propylene Glycol, Glycerin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Salicylic Acid, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Propanediol, Sodium Hydroxide, Parfum (Fragrance), Benzyl Alcohol, Disodium EDTA, Ethylhexylglycerin, Dehydroacetic Acid, Alcohol, Polygonum Bistorta Root Extract, Nelumbo Nucifera Flower Extract, Nymphaea Coerulea Flower Extract, Aloe Barbadensis Leaf Juice, CI 17200 (Red 33).",15,1,0,1,0,0,0,1,0,0
Serum,https://www.lookfantastic.com/niod-multi-molecular-hyaluronic-complex-15ml/11457499.html,NIOD Multi-Molecular Hyaluronic Complex 15ml,51,4.4,"Aqua (Water), Glycerin, Hydrolyzed Yeast Extract, Sodium Hyaluronate Crosspolymer, Dimethyl Isosorbide, Pentylene Glycol, Sodium?˜Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Butyroyl Hyaluronate, Polyacrylate Crosspolymer-6, N-Acetyl-D-Glucosamine-6-?˜Phosphate Disodium Salt, Betaine, Trisodium Ethylenediamine Disuccinate, Yeast Extract, Cetyl Hydroxyethylcellulose, Tamarindus?˜Indica Seed Gum, Tremella Fuciformis Sporocarp Extract, Lecithin, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate,?˜Myristoyl Nonapeptide-3, Magnesium Chloride, Sodium Benzoate, Potassium Sorbate, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil,?˜Ethylhexylglycerin, Chlorphenesin, Phenoxyethanol, Polyglucuronic Acid.",15,0,1,0,1,1,0,1,1,0
Serum,https://www.lookfantastic.com/medik8-crystal-retinal-6/11899386.html,Medik8 Crystal Retinal 6,64,4.1,"Aqua (Water), Caprylic/Capric Triglyceride, Glycerin, Isododecane, Cyclodextrin, Cetearyl Alcohol, Cetearyl Olivate, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Olivate, Tocopheryl Acetate, Squalane, Sodium Hyaluronate, Retinal, Ethyl Ascorbic Acid, Daucus Carota Sativa (Carrot) Seed Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ethylhexylglycerin, Pentylene Glycol, Vanilla Planifolia (Vanilla) Fruit Extract, Hydroxypropyl Methylcellulose, Rubus Chamaemorus (Cloudberry) Seed Oil, Sodium Polyaspartate, Tetrahexyldecyl Ascorbate, Dipteryx Odorata (Tonka) Bean Extract, BHT, Polyhydroxystearic Acid, Disodium EDTA, Titanium Dioxide, Phenoxyethanol, Alumina, Lonicera Caprifolium (Honeysuckle) Flower Extract, Isostearic Acid, Lecithin, Lonicera Japonica (Honeysuckle) Flower Extract, Polyglyceryl-3 Polyricinoleate, Stearic Acid, Coumarin, CI 14700 (Red 4).",20,0,1,0,1,0,1,0,0,1
Serum,https://www.lookfantastic.com/pixi-collagen-and-retinol-serum-30ml/12040130.html,PIXI Collagen and Retinol Serum 30ml,70,4.4,"Aqua/Water/Eau, Glycerin, Acacia Seyal Gum Extract, Retinol, Methyl Methacrylate/Glycol Dimethacrylate Crosspolymer, Acetyl?˜Heptapeptide-4, Niacinamide, Rosmarinus Officinalis (Rosemary) Extract, Anthemis Nobilis (Chamomile) Extract, Ascorbic?˜Acid, Tocopheryl Acetate, Citric Acid, Carbomer, Potassium Sorbate, Hydroxyethyl Cellulose, Caprylyl Glycol, Disodium?˜EDTA, Propyl Gallate, BHT.",15,1,0,1,0,1,0,1,1,0
Serum,https://www.lookfantastic.com/elizabeth-arden-ceramide-capsules-advanced-90-capsules/11382385.html,Elizabeth Arden Ceramide Capsules Advanced (90 Capsules),78,4.2,"Isononyl Isononanoate, Isodecyl Neopentanoate, Isododecane, Isopropyl Myristate, Dimethicone, Camellia Japonica Seed Oil, Divinyldimethicone/Dimethicone Crosspolymer, Caprylic/Capric Triglyceride, Cyclopentasiloxane, Ceramide 1, Ceramide 3, Ceramide 6 Ii, Cholesterol, Cocos Nucifera (Coconut) Oil, Crithmum Maritimum Extract, Dimethiconol, Lecithin, Linoleic Acid, Linolenic Acid, Medicago Sativa (Alfalfa) Extract, Phytosphingosine, Retinyl Palmitate, Squalene, Tocopherol.",15,1,0,1,0,1,0,0,1,0
Serum,https://www.lookfantastic.com/elizabeth-arden-retinol-ceramide-capsules-line-erasing-night-serum-30-pieces-sleeved-version/11845677.html,Elizabeth Arden Retinol Ceramide Capsules Line Erasing Night Serum - 30 Pieces (Sleeved Version),92,3.4,"Cyclopentasiloxane, Dimethicone Crosspolymer, C12-15 Alkyl Benzoate, BHT, C18-36 Acid Triglyceride, Camellia Senensis Leaf Extract, Ceramide NP, Ceamide NS,?˜Cyclohexasiloxane, Dimethiconol, Ethylhexyl Cocoate, Helianthus Annuus (Sunflower) Seed Oil, Laurylmethacrylate/Glycol Dimethacrylate Crosspolymer, Lecithin,?˜Olea Europaea (Olive) Fruit Oil, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Persea Gratissima (Avocado) Oil, Phytosphingosine, Phytosterols,?˜Polysorbate 20, Propylene Glycol Dicaprylate/Dicaprate, Retinol, Sorbitan Laurate, Tetrahydrodiferuloylmethane, Phenoxyethanol.",20,1,1,0,1,0,1,1,0,1
Serum,https://www.lookfantastic.com/tan-luxe-super-glow-body-hyaluronic-self-tan-serum-150ml/12508660.html,Tan-Luxe Super Glow Body Hyaluronic Self-Tan Serum 150ml,84,3.6,"Aqua (Water), Glycerin, Dihydroxyacetone, Hydrolyzed Soybean Fiber, Hyaluronic Acid, Beta Vulgaris (Beet) Root Extract, Brassica Oleracea Acephala (Kale) Leaf Extract , Sodium Hyaluronate, Rubus Idaeus (Raspberry) Seed Oil, Cocos Nucifera (Coconut) Oil, Persea Gratissima (Avocado) Oil, Salvia Hispanica (Sage) Seed Oil, Vaccinium Myrtillus (Myrtle) Fruit Extract, Theobroma Cacoa (Cocoa) Seed Extract, Aloe Barbadensis (Aloe Vera) Leaf Juice, Caffeine, Palmitoyl Carnitine, Tocopheryl Acetate, Ascorbic Acid, Retinyl Acetate, Erythrulose, Cyclopentasiloxane, Polyacrylamide, C13-14 Isoparaffin, Glyceryl Acrylate/Acrylic Acid Copolymer, Dimethicone Crosspolymer, Dimethicone, PVM/MA Copolymer, Laureth-7, Laureth-23, Laureth-4, Butylene Glycol, Ethylhexylglycerin, Parfum (Fragrance), Limonene, Geraniol, Hexyl Cinnamal, Benzyl Salicylate, Sodium Metabisulfite, Citric Acid, Tetrasodium EDTA, Phenoxyethanol, Sclerotium Gum, Lecithin, Xanthan Gum, Triethylene Glycol, Potassium Sorbate, CI 17200 (D&C Red No.33).",35,1,0,0,0,0,1,0,0,1
Serum,https://www.lookfantastic.com/la-roche-posay-rosaliac-ar-intense-serum-40ml/11091876.html,La Roche-Posay Rosaliac AR Intense Serum 40ml,59,4.2,"Aqua / Water / Eau, Glycerin, Isostearyl Neopentanoate, Butylene Glycol, Pentylene Glycol, Polysorbate 20, Tambourissa Trichophylla Leaf Extract, Glyceryl Acrylate/Acrylic Acid Copolymer, Dimethicone, Dimethiconol, Ammonium Polyacryldimethyltauramide /Ammonium Polyacryloyldimethyl Taurate, Disodium EDTA, Acetyl Dipeptide-1 Cetyl Ester.",40,0,1,1,1,1,0,0,1,0
Serum,https://www.lookfantastic.com/la-roche-posay-toleriane-ultra-cream/11094703.html,La Roche-Posay Toleriane Ultra Cream,40,5,"Aqua / Water, Isocetyl Stearate, Squalane, Butyrospermum Parkii Butter / Shea Butter, Dimethicone, Glycerin, Aluminum Starch Octenylsuccinate, Pentylene Glycol, Peg-100 Stearate, Glyceryl Stearate, Cetyl Alcohol, Dimethiconol, Sodium Hydroxide, Acetyl Dipeptide-1 Cetyl Ester, Acrylates/C10-30 Alkyl Acrylate Crosspolymer.",50,1,1,0,0,0,1,0,0,1
Serum,https://www.lookfantastic.com/clinique-even-better-clinical-radical-dark-spot-corrector-interrupter-30ml/12483688.html,Clinique Even Better Clinical Radical Dark Spot Corrector + Interrupter 30ml,56,3.8,"Water\Aqua\Eau, Cyclopentasiloxane, Dimethicone, Polysilicone-11, Isododecane, Butylene Glycol, Ascorbyl Glucoside, Peg-10 Dimethicone, Peg-6, Morus Bombycis (Mulberry) Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Saccharomyces Lysate Extract, Hordeum Vulgare (Barley) Extract\Extrait D'Orge, Salicylic Acid, Triticum Vulgare (Wheat) Germ Extract, Cholesterol, Oryza Sativa (Rice) Bran Extract, Squalane, Acetyl Glucosamine, Sodium Hyaluronate, Caffeine, Isohexadecane, Betula Alba (Birch) Bark Extract, Trametes Versicolor Extract, Sodium Rna, Glycyrrhetinic Acid, Dimethoxytolyl Propylresorcinol, Di-C12-18 Alkyl Dimonium Chloride, Helianthus Annuus (Sunflower) Seedcake, Yeast Extract\Faex\Extrait De Levure, Caprylyl Glycol, Propylene Glycol Dicaprate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Polysorbate 20, Tocopheryl Acetate, Polysorbate 80, Tromethamine, Sodium Hydroxide, Hexylene Glycol, Disodium Edta, Sodium Benzoate, Sodium Metabisulfite, Sodium Sulfite, Phenoxyethanol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140).",20,1,0,1,0,0,0,1,0,0
Serum,https://www.lookfantastic.com/elizabeth-arden-retinol-ceramide-capsules-line-erasing-night-serum-60-pieces-sleeved-version/11845678.html,Elizabeth Arden Retinol Ceramide Capsules Line Erasing Night Serum - 60 Pieces (Sleeved Version),54,4.4,"Cyclopentasiloxane, Dimethicone Crosspolymer, C12-15 Alkyl Benzoate, BHT, C18-36 Acid Triglyceride, Camellia Senensis Leaf Extract, Ceramide NP, Ceamide NS, Cyclohexasiloxane, Dimethiconol, Ethylhexyl Cocoate, Helianthus Annuus (Sunflower) Seed Oil, Laurylmethacrylate/Glycol Dimethacrylate Crosspolymer, Lecithin, Olea Europaea (Olive) Fruit Oil, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Persea Gratissima (Avocado) Oil, Phytosphingosine, Phytosterols, Polysorbate 20, Propylene Glycol Dicaprylate/Dicaprate, Retinol, Sorbitan Laurate, Tetrahydrodiferuloylmethane, Phenoxyethanol.",20,0,1,0,1,1,0,1,1,0
Serum,https://www.lookfantastic.com/vichy-mineral-89-hyaluronic-acid-hydration-booster-75ml/12049147.html,VICHY Min??ral 89 Hyaluronic Acid Hydration Booster 75ml,34,4.2,"Aqua / Water, PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin, Glycerin, Butylene Glycol, Methyl Gluceth-20, Carbomer, Sodium Hyaluronate, Phenoxyethanol, Caprylyl Glycol, Citric Acid, Biosaccharide Gum-1.",20,0,1,0,1,0,1,0,0,1
Serum,https://www.lookfantastic.com/pixi-glow-tonic-serum-30ml/12040121.html,PIXI Glow Tonic Serum 30ml,68,4.1,"Aqua/Water/Eau, Glycerin, Glycolic Acid, Polysorbate 20, Ammonium Hydroxide, Hydroxyethylcellulose, Phenoxyethanol, Ethylhexylglycerin, Arginine, Cucumis Sativus (Cucumber) Fruit Extract, Aloe Barbadensis Leaf Extract, Panax Ginseng Root Extract, Parfum/Fragrance, Tocopheryl Acetate, Ascorbic Acid, Ascorbyl Palmitate, Retinyl Palmitate, Triethanolamine, Cyclohexasiloxane, Hydrogenated Lecithin, Lecithin, Cyclopentasiloxane, Caprylic/Capric Triglyceride, Sucrose, Xanthan Gum, BHT, Disodium EDTA",20,1,0,1,0,1,0,1,1,0
Serum,https://www.lookfantastic.com/decleor-aromessence-neroli-amara-serum-15ml/10360106.html,DECL??OR Aromessence Neroli Amara Serum 15ml,59,4.4,"Corylus Avellana (Hazel) Seed Oil, Citrus Aurantium Amara (Bitter Orange) Oil, Citrus Aurantium Amara (Bitter Orange) Neroli Oil, Santalum Album (Sandalwood) Oil, Juniperus Communis Fruit Oil, Salvia Sclarea (Clary) Oil, Carum Petroselinum (Parsley) Oil, Linalool, D-Limonene, Geraniol, Farnesol.",15,1,0,1,0,1,0,0,1,0
Serum,https://www.lookfantastic.com/the-ordinary-amino-acids-b5/11933182.html,The Ordinary Amino Acids + B5,51,4.5,"Aqua (Water), Propanediol, Betaine, Sodium PCA, Panthenol, Sodium Lactate, Arginine, PCA, Aspartic Acid, Glycine, Alanine, Serine, Threonine, Valine, Proline, Isoleucine, Lysine HCl, Histidine, Phenylalanine, Glutamic Acid, Citric Acid, Dimethyl Isosorbide, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Caprylyl Glycol.",15,1,1,0,1,0,1,1,0,1
Serum,https://www.lookfantastic.com/lancome-advanced-genifique-eye-and-lash-serum-light-pearl-20ml/12086252.html,Lanc??me Advanced G??nifique Eye and Lash Serum - Light Pearl 20ml,64,4.8,"Aqua/Water, Bifdia Ferment Lysate, Propanediol, Glycerin, Alochol Denat, Dimethicone, C13-14 Isoparaffin, Escin, Tocopheryl Acetate, Sodium Benzoate, Phenoxethanol, Adenosine, Caffeine, Polyacrylamide, Chlorphenesin, Polymethylsilsesquioxane, Chilorella Vulgaris Extract, Salicyloyl Phytosphingosine, Dimethiconevinyl Dimethicone Crosspolymer, Ammonium Polyacryldimethyltauramide/Ammonium Polyacryloyldmethyl Taurate, Dimethiconol, Pentaerythrityl Etraethylhexanoate, Xanthan Gum, Caprylic/Capric Triglyceride, Bis-Peg/Ppg-16/16 Dimethicone, Bht, Laureth-7.",15,1,0,0,0,0,1,0,0,1
Serum,https://www.lookfantastic.com/ren-clean-skincare-radiance-perfection-serum/10460867.html,REN Clean Skincare Radiance Perfection Serum,70,5,"Aqua (Water), Glycerin, Alcohol Denat., Cetearyl Olivate, Ascorbyl Tetraisopalmitate, Oryza Sativa (Rice) Bran Oil, Oryza Sativa (Rice) Germ Oil, Phospholipids, Sorbitan Olivate, Mannitol, Vaccinium Vitis-Idaea (Lingonberry) Seed Oil, Faex (Yeast) Extract, Sodium Hyaluronate, Hippophae Rhamnoides Fruit Extract, Panax Ginseng Root Extract, Tocopherol, Xanthan Gum, Lactic Acid, Glycyrrhiza Glabra (Licorice) Root Extract, Glycogen, Magnesium Ascorbyl Phosphate, Rumex Occidentalis Extract, Parfum (Fragrance), Citrus Limon (Lemon) Fruit Extract, Gynostemma Pentaphyllum Leaf Extract, Ananas Sativus (Pineapple) Fruit Extract, Passiflora Edulis Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Citrus Aurantium Amara (Bitter Orange) Flower Water Extract, Phenoxyethanol, Sodium Hydroxymethylglycinate, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Potassium Sorbate, Sodium Bisulfite, Limonene, Linalool.",25,0,1,1,1,1,0,0,1,0
Serum,https://www.lookfantastic.com/sanctuary-spa-hyaluronic-wonder-oil-serum-30ml/11794101.html,Sanctuary Spa Hyaluronic Wonder Oil Serum 30ml,78,4.2,"Aqua (Water), Sodium Laureth Sulfate, Acrylates Copolymer, Cocamidopropyl Betaine, Coco-Glucoside, Glyceryl Oleate, Phenoxyethanol, Benzyl Alcohol, Sodium Benzoate, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Sodium Chloride, Citric Acid, Pelargonium Graveolens Flower Oil, Sodium Gluconate, Propylene Glycol, Quaternium-80, Sodium Hydroxide, Benzophenone-4, Pentylene Glycol, Agar, Polyquaternium-11, 1,2-Hexanediol, Caprylyl Glycol, Simmondsia Chinensis (Jojoba) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, CI 77019 (Mica), Tocopheryl Acetate, Tin Oxide, CI 77891 (Titanium Dioxide), CI 73360 (Red 30).",30,1,1,0,0,0,1,0,0,1
Serum,https://www.lookfantastic.com/la-roche-posay-hydraphase-intense-serum-30ml/11091831.html,La Roche-Posay Hydraphase Intense Serum (30ml),92,4.4,"Aqua, Butylene Glycol, Alcohol Denat, Glycerin, BIS-PEG-18 Methyl Ether Dimethyl Silane, Paraffinum Liquidum, Carbomer, Sodium Hydroxide, Arginine, PCA, Serine, Ascorbyl Glucoside, Ammonium Polyacryldimethyltauramide, Hydrolyzed Hyaluronic Acid, Xanthan Gum, Phenoxyethanol, Parfum.",40,1,0,1,0,0,0,1,0,0
Serum,https://www.lookfantastic.com/l-oreal-paris-hydra-genius-liquid-care-moisturiser-combination-skin-70ml/11740133.html,L'Or??al Paris Hydra Genius Liquid Care Moisturiser Combination Skin 70ml,84,4.1,"Aqua / Water, Glycerin, Alcohol Denat., Dimethicone, Isononyl Isononanoate, Silanetriol, Carbomer, Triethanolamine, Dimethiconol, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, Silica Dimethyl Silylate [Nano] / Silica Dimethyl Silylate, Hyaluronic Acid, Phyllostachys Bambusoides Extract, Caprylyl Glycol, Tetrasodium EDTA, Citric Acid, Biosaccharide Gum-1, Xanthan Gum, Panthenol, Menthoxypropanediol, Ethylhexyl Palmitate, Butylene Glycol, Hexylene Glycol, Tocopherol, Potassium Sorbate, Sorbic Acid, Methylparaben, Sodium Benzoate, Phenoxyethanol, Chlorphenesin, CI 42090 / Blue 1, Linalool, Limonene, Parfum / Fragrance.",35,0,1,0,1,1,0,1,1,0
Serum,https://www.lookfantastic.com/bareminerals-skinlongevity-vital-power-infusion-serum-50ml/11262516.html,bareMinerals SkinLongevity Vital Power Infusion Serum 50ml,59,4.4,"Water (Aqua/Eau), Propanediol, Peg-6, Niacinamide, Ascorbyl Glucoside, Glycerin, Peg/Ppg-17/4 Dimethyl Ether, Isodecyl Neopentanoate, Squalane, Butylene Glycol, Dimethicone, Peg-400, Potassium Hydroxide, Isostearic Acid, Carbomer, Alcohol, Ethylhexylglycerin, Lauryl Betaine, Behenyl Alcohol, Stearamidopropyl Dimethylamine, Xanthan Gum, Sodium Citrate, Beheneth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopherol, Batyl Alcohol, Disodium Edta, Sodium Metaphosphate, Citric Acid, Polysorbate 20, Sodium Metabisulfite, Peucedanum Japonicum Leaf/ Stem Extract, Eschscholtzia Californica Leaf Cell Extract, Saccharomyces Ferment Lysate Filtrate, Citrus Unshiu Peel Extract, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Zingiber Aromaticus Extract, Fragrance (Parfum), Limonene, Linalool, Geraniol, Sodium Benzoate, Phenoxyethanol, Iron Oxides (Ci 77491, Ci77492).",25,0,1,0,1,0,1,0,0,1
Serum,https://www.lookfantastic.com/ren-clean-skincare-evercalm-anti-redness-serum/10448750.html,REN Clean Skincare Evercalm Anti-Redness Serum,40,4.2,"Citrus Aurantium Dulcis (Orange) Flower Water, Glycerin, Caprylic/Capric Triglyceride, Alcohol, Cetearyl Olivate, Phospholipids, Glycine Soja (Soybean) Oil, Sorbitan Olivate, Vaccinium Vitis-Idaea (Lingonberry) Seed Oil, Phenoxyethanol, Inulin, Lactose, Milk Protein, Alaria Esculenta Extract, Aster Maritima Extract, Laminaria Ochroleuca Extract, Arnica Montana Flower Extract, Laminaria Digitata Extract, Sodium Hyaluronate, Sodium Carboxymethyl Betaglucan, Oryza Sativa (Rice) Extract, Alpha-Glucan Oligosaccharide, Rumex Occidentalis Extract, Tocopherol, Xanthan Gum, Sodium Hydroxymethylglycinate, Lactic Acid, Sodium Citrate.",15,1,0,1,0,1,0,1,1,0
Serum,https://www.lookfantastic.com/elizabeth-arden-advanced-ceramide-capsules-daily-youth-restoring-eye-serum-60-pack/11491115.html,Elizabeth Arden Advanced Ceramide Capsules Daily Youth Restoring Eye Serum (60 Pack),56,3.4,"Cyclopentasiloxane, Isononyl, Isononanoate, Isododecane, Isopropyl Myristate, Isopropyl Palmitate, Caprylic/Capric Triglyceride, Camellia Japonica Seed Oil, Dimethicone, Ceramide 1, Ceramide 3, Ceramide 6 Ii, Cholesterol, Cocos Nucifera (Coconut) Oil, Crithmum Maritimum Extract, Dimethiconol, Dimethyl Isosorbide, Humulus Lupulus (Hops) Strobile, Lecithin, Medicago Sativa (Alfalfa) Extract, Neoruscogenin, Palmitoyl Hexapeptide-14, Phytosphingosine, Polysilicone-11, Retinyl Palmitate, Ruscogenin, Squalene, Tocopherol.",15,1,0,1,0,1,0,0,1,0
